Species	TotalProteins	polyQ10_count	polyQ10_freq
Melap1finSC	23089	23	0.0010
MelPMI1271	17284	18	0.0010
Meygui1	5920	6	0.0010
Phaal1	8834	9	0.0010
Phycap1	12062	12	0.0010
Plicr1	13626	13	0.0010
Rhivi1	14468	14	0.0010
Rhyag1	13673	13	0.0010
Rigmic1	10917	11	0.0010
Sarco1	13738	14	0.0010
Suibov1	13537	13	0.0010
ThyNC0857	9624	10	0.0010
Tripara1	10928	11	0.0010
Albpec1	15010	14	0.0009
Armme1	14131	13	0.0009
Aspor1	12030	11	0.0009
Aspser1	13713	12	0.0009
Blugra1	6525	6	0.0009
Botci1	16447	14	0.0009
Byssp1	8877	8	0.0009
Capse1	11909	11	0.0009
Cenge3	14748	14	0.0009
Clafu1	14015	12	0.0009
Clagr3	11389	10	0.0009
Conapa1	17284	15	0.0009
Cylto1	13940	12	0.0009
Daequ1	12199	11	0.0009
DimcrSC1	7456	7	0.0009
Dotse1	12580	11	0.0009
Fomme1	11333	10	0.0009
Fompi3	13885	12	0.0009
Fusfu1	14813	14	0.0009
Fusoxpis1	26378	23	0.0009
Fusoxrap1	25666	24	0.0009
Gansi1	15478	14	0.0009
Glotr1	11846	11	0.0009
Ilyrob1	20498	19	0.0009
MroMCA2997	15415	14	0.0009
Obbri1	13205	12	0.0009
Ogapa1	5325	5	0.0009
Ompol1	8171	7	0.0009
Pencit1	12602	11	0.0009
Penfr1	11739	10	0.0009
Penvul1	10278	9	0.0009
Pestal1	15179	14	0.0009
Phapla1	15998	15	0.0009
Plucer1	19813	18	0.0009
Psemus1	13129	12	0.0009
Ramac1	19264	17	0.0009
Ricfib1	18897	17	0.0009
Suicli1	15528	14	0.0009
Suigr1	15801	15	0.0009
Suisu1	17080	16	0.0009
ThoPMI491	23281	21	0.0009
Trave1	14296	13	0.0009
Trepe1	17304	16	0.0009
Varmin1	10962	10	0.0009
Wolco1	12746	12	0.0009
Agahy1	7746	6	0.0008
Armosto1	22444	17	0.0008
Asppari1	13595	11	0.0008
Aspscl1	12338	10	0.0008
Aspscle1	12570	10	0.0008
Babin1	6403	5	0.0008
Bjead1	15473	13	0.0008
Botcin1	16353	13	0.0008
Bysci1	15785	12	0.0008
Cerbe1	11903	9	0.0008
Cerun2	12966	10	0.0008
Clibor1	13422	11	0.0008
Cloro1	18639	14	0.0008
Conco1	10635	9	0.0008
Epityp1	13759	11	0.0008
Flafl1	11282	9	0.0008
Fusma1	15804	13	0.0008
Fusoxcon1	26246	20	0.0008
Fusso1	17655	15	0.0008
Guyne1	14266	11	0.0008
Gyrli1	11777	10	0.0008
Hanpo2	5177	4	0.0008
Hebvel2	20438	17	0.0008
Hydfim1	12423	10	0.0008
HypEC38	12531	10	0.0008
Hyspu1	12220	10	0.0008
Laesu1	13774	11	0.0008
Lorma1	14665	11	0.0008
Melli1	16335	13	0.0008
Parpo1	6046	5	0.0008
Parsp1	14745	12	0.0008
Paxin1	17968	15	0.0008
Pencam1	14418	12	0.0008
Pench1	11396	9	0.0008
Penfla1	10994	9	0.0008
Pengri1	9630	8	0.0008
Penita1	9996	8	0.0008
Pennal1	11853	10	0.0008
Penro1	12319	10	0.0008
Phlcen1	13785	11	0.0008
Pipbet1	12070	10	0.0008
Polbr1	18244	14	0.0008
Pornie1	14467	12	0.0008
Pseve2	12565	10	0.0008
Pycsa1	14146	12	0.0008
Rhice1	21549	18	0.0008
Rhima1	11382	9	0.0008
Rhisol1	12726	10	0.0008
Rhoglu91	7374	6	0.0008
Ricme1	18952	16	0.0008
Ricmel1	17135	14	0.0008
Suifus1	18511	14	0.0008
Suihi1	17066	14	0.0008
Suipla1	15123	12	0.0008
Suitom1	17198	13	0.0008
Zymbr1	10566	8	0.0008
Armcep1	23460	17	0.0007
Armost1	20811	15	0.0007
Aspmin1	13415	10	0.0007
Aurvu1	16943	12	0.0007
Clasph1	8807	6	0.0007
Erebi1	9881	7	0.0007
Exosi1	11120	8	0.0007
Fomros1	12986	9	0.0007
Fusoxlyc1	24733	18	0.0007
Fusoxmel1	26719	20	0.0007
Fusoxvas1	25216	17	0.0007
Fuspro1	16143	12	0.0007
Fusre1	17051	12	0.0007
Gigro1	31291	21	0.0007
Gymci1	9779	7	0.0007
Hercor1	12369	9	0.0007
Hyafin1	17320	12	0.0007
Hydpi2	13270	9	0.0007
Hygaur1	14282	10	0.0007
Hyssto1	15017	11	0.0007
Irplac1	15318	10	0.0007
Lenvul1	13477	10	0.0007
Lopnit1	19983	14	0.0007
Lyoat1	15046	11	0.0007
Malpa1	4202	3	0.0007
Neole1	13164	9	0.0007
Panpap1	17466	13	0.0007
Penant1	11514	8	0.0007
Penoc1	11231	8	0.0007
Phaca1	13937	10	0.0007
Pismi2	16766	11	0.0007
Rutfi1	13359	9	0.0007
Spalat1	12815	9	0.0007
Suicot1	19835	14	0.0007
Suilak1	19383	13	0.0007
Suilu4	16585	12	0.0007
Suiplo1	16401	11	0.0007
Suisubl1	22673	17	0.0007
Suivar1	17071	12	0.0007
Theter1	13338	9	0.0007
Tsuwi1	8098	6	0.0007
TyphTRa3160C	11022	8	0.0007
Uropr1	5998	4	0.0007
Xenvag1	20933	15	0.0007
Amarub1	16076	9	0.0006
Antser1	17406	11	0.0006
Asptra1	14216	9	0.0006
Bombar1	15809	9	0.0006
Calmar1	9557	6	0.0006
Cersu1	12125	7	0.0006
Conth1	8866	5	0.0006
Elsamp1	10207	6	0.0006
Exoxe1	13187	8	0.0006
Felpe1	8340	5	0.0006
FusoxFo47	16207	10	0.0006
Glonio1	12423	8	0.0006
Lacam2	17553	10	0.0006
Lacqui1	18941	11	0.0006
Lenti7	15371	9	0.0006
Lopma1	16142	10	0.0006
Lopni1	18999	11	0.0006
Lorju1	14372	8	0.0006
Malsy1	3517	2	0.0006
Masph1	14021	8	0.0006
Melbi2	18619	12	0.0006
Monpe1	13560	8	0.0006
Mycfi2	13107	8	0.0006
Mytre1	16793	10	0.0006
Panst	15860	9	0.0006
Panst	16771	10	0.0006
Parsed1	10858	6	0.0006
PhaeoFL0889	17000	10	0.0006
Pleery1	15959	9	0.0006
Polar1	17497	11	0.0006
Polsqu1	15283	9	0.0006
Porchr1	13561	8	0.0006
PosplRSB12	12541	7	0.0006
Rhives1	14218	9	0.0006
Schcy1	5180	3	0.0006
Schpo1	5134	3	0.0006
Sclhys1	16656	10	0.0006
SerlaS7	12789	8	0.0006
Smimuc2	8247	5	0.0006
Suiame1	17159	10	0.0006
Suiamp1	16525	10	0.0006
Suibr2	21458	12	0.0006
Suiocc1	16029	9	0.0006
Suisub1	15740	9	0.0006
Thega1	12642	7	0.0006
Trima3	22798	14	0.0006
Zasce1	16015	10	0.0006
Zoprh1	21646	12	0.0006
Acema1	21022	11	0.0005
Armga1	25704	13	0.0005
Armlut1	20318	10	0.0005
Batde5	8732	4	0.0005
Bolcoc1	12353	6	0.0005
Boled5	18721	9	0.0005
Boledp1	18123	9	0.0005
CerAGI	18059	9	0.0005
Chapip1	13335	7	0.0005
Clapy1	15129	8	0.0005
Crison1	11356	6	0.0005
Cysmur1	13196	6	0.0005
Dacsp1	10242	5	0.0005
Denbi1	33645	17	0.0005
Fomfom1	14756	8	0.0005
Fusox2	27347	15	0.0005
Gaumor1	20331	11	0.0005
Gymjun1	16444	9	0.0005
Gymlu1	22057	10	0.0005
Hymvar1	14929	7	0.0005
Oudmuc1	18561	9	0.0005
Paxam1	13471	7	0.0005
Pilcr1	21583	10	0.0005
Pipcy3	4301	2	0.0005
Rhier1	16783	9	0.0005
Schco3	16319	8	0.0005
Schpa1	17098	9	0.0005
Sclsc1	14503	7	0.0005
Serla	13805	7	0.0005
Uncre1	7798	4	0.0005
Volvo1	11084	5	0.0005
Amamu1	18153	8	0.0004
Amylap1	11558	5	0.0004
Chicu1	7187	3	0.0004
Claye1	10118	4	0.0004
Copph3	27370	10	0.0004
Didsa1	13360	6	0.0004
Earsca1	17743	7	0.0004
FlaPMI526	19929	7	0.0004
Ganpr1	13902	5	0.0004
Gansp1	12910	5	0.0004
Glalo1	13083	5	0.0004
Gyman1	29371	13	0.0004
Hymrad1	27481	11	0.0004
Lacbi2	23129	9	0.0004
LedB17	13943	5	0.0004
Lopnu1	18117	8	0.0004
Marfi1	17097	7	0.0004
Melbro1	14167	5	0.0004
Melva1	20389	8	0.0004
Mycgal1	49690	20	0.0004
Mycgr3	10933	4	0.0004
Pendi1	9118	4	0.0004
Pendig1	8946	4	0.0004
Phisc1	18573	8	0.0004
Sphst1	35274	15	0.0004
Suidec1	16893	7	0.0004
Suidis1	16510	7	0.0004
Suipal1	16585	7	0.0004
Symko1	10482	4	0.0004
Treme1	8313	3	0.0004
Tryvi1	11847	5	0.0004
XylPMI703	16490	6	0.0004
Zymar1	10788	4	0.0004
Zymps1	11044	4	0.0004
Amaapr1	15793	5	0.0003
Bysni1	10584	3	0.0003
Chalo1	19765	6	0.0003
Creces1	12891	4	0.0003
Crevar1	14572	4	0.0003
Denmi1	17355	6	0.0003
Lepor2	21254	7	0.0003
Leptod1	22064	7	0.0003
Leumo1	14608	5	0.0003
Micmi1	12494	4	0.0003
Mitdap1	3330	1	0.0003
Paxru2	18999	6	0.0003
Penbr2	11536	4	0.0003
Phlbr1	16170	5	0.0003
PleosPC15	12330	4	0.0003
Pneca1	3646	1	0.0003
Rhobut1	22868	7	0.0003
Sclci1	21012	6	0.0003
Sepsp1	10893	3	0.0003
Sissu1	13657	4	0.0003
Suipic1	19348	5	0.0003
TerJ132	11143	3	0.0003
Xerba1	14937	5	0.0003
Bifad1	5719	1	0.0002
Blugra3	6425	1	0.0002
Copmic2	23559	4	0.0002
Gymch1	18193	4	0.0002
Hanuv1	4061	1	0.0002
Helsul1	12570	2	0.0002
Hyacur1	15177	3	0.0002
Naose1	10410	2	0.0002
Penar1	12253	3	0.0002
Phimu1	17023	4	0.0002
Phisu1	20173	4	0.0002
Sisni1	13080	3	0.0002
TerNC1134	12652	3	0.0002
Cadsp1	22763	3	0.0001
Chiap1	9875	1	0.0001
Citma1	7868	1	0.0001
Glopol1	11537	1	0.0001
Lopmy1	15151	2	0.0001
Oidma1	16703	2	0.0001
Ophdi1	16026	1	0.0001
Pisti2	16924	2	0.0001
Pospl1	9106	1	0.0001
Zalva1	17759	2	0.0001
Zoorad1	14479	2	0.0001
AmpWSBS2006	3642	0	0.0000
Antlo1	2606	0	0.0000
Basun1	6123	0	0.0000
Bissp1	17944	0	0.0000
Edhae1	4190	0	0.0000
Enccu1	1996	0	0.0000
Enche1	1846	0	0.0000
Encin1	1833	0	0.0000
Encro1	1831	0	0.0000
Entbi1	3632	0	0.0000
Entca1	2169	0	0.0000
Enthe1	2536	0	0.0000
Gorhay1	7898	0	0.0000
Hangu1	4070	0	0.0000
Hanop1	4167	0	0.0000
Heper1	2691	0	0.0000
Nemdi1	2278	0	0.0000
Nempa1	2661	0	0.0000
Nosap1	2764	0	0.0000
Nosbo1	4468	0	0.0000
Nosce1	2060	0	0.0000
Ordco1	1820	0	0.0000
Parsa1	3750	0	0.0000
Phiatt1	11848	0	0.0000
Pnejir1	3761	0	0.0000
Pseneu1	3644	0	0.0000
Rhili1	12801	0	0.0000
Rozal1	6350	0	0.0000
Rozal	6694	0	0.0000
Schoc1	4986	0	0.0000
Setho1	14389	0	0.0000
Spoli1	9062	0	0.0000
Sprlo1	2499	0	0.0000
Traho1	3212	0	0.0000
Vavcu1	2773	0	0.0000
Verga1	11357	0	0.0000
Vitco1	2238	0	0.0000
