Species	TotalProteins	polyQ10_count	polyQ10_freq
Trigui1	11255	26	0.0023
Leppa1	13870	26	0.0019
Claca1	10373	17	0.0016
Pleery1	15959	9	0.0006
Aspcae1	13916	23	0.0017
Sirint1	9453	16	0.0017
OphPMI507	11900	100	0.0084
Currey1	10955	11	0.0010
Melpu1	15837	30	0.0019
Pycco1	12690	22	0.0017
Lobtra1	11822	250	0.0211
Emmpa1	8201	41	0.0050
Ordco1	1820	0	0.0000
Lacpsa1	13442	17	0.0013
Bysci1	15785	12	0.0008
Pleav1	11537	51	0.0044
Bacci1	17002	157	0.0092
Suibr2	21458	12	0.0006
Denmi1	17355	6	0.0003
Claba1	12762	24	0.0019
Tubin1	11870	23	0.0019
Aulhe2	12111	17	0.0014
Kicala1	7475	39	0.0052
Exigl1	26765	32	0.0012
Corco1	11030	33	0.0030
Ophpi1	7990	68	0.0085
Trapub1	14451	20	0.0014
Cloro1	18639	14	0.0008
Colsub1	12699	70	0.0055
Abscae1	13367	51	0.0038
Micmi1	12494	4	0.0003
Colgr1	11999	78	0.0065
Marpt1	8432	75	0.0089
Coeasi1	7404	146	0.0197
Pensol1	11889	19	0.0016
Chapip1	13335	7	0.0005
PuccoNC29	28270	264	0.0093
Glonio1	12423	8	0.0006
Triru1	8707	59	0.0068
Coemoj1	6859	39	0.0057
Flafl1	11282	9	0.0008
Aspfl1	12604	14	0.0011
Fusso1	17655	15	0.0008
Epityp1	13759	11	0.0008
Aspara19utr	13895	14	0.0010
Aplpr1	12558	78	0.0062
Pilidi1	11316	111	0.0098
Amyrou1	14619	104	0.0071
Pilcr1	21583	10	0.0005
Antlo1	2606	0	0.0000
Chyhya1	15516	102	0.0066
Trici4	9737	37	0.0038
Aspve1	13228	16	0.0012
Spore1	6648	74	0.0111
Uncre1	7798	4	0.0005
Meygui1	5920	6	0.0010
Exova1	7453	76	0.0102
Ptegra1	12872	14	0.0011
Erypu1	6859	11	0.0016
Sceap1	8376	22	0.0026
Malsy1	3517	2	0.0006
Rhisol1	12726	10	0.0008
Synplu1	8130	62	0.0076
Aspgl1	11277	36	0.0032
Aspni	11846	29	0.0024
Cocmi1	12007	49	0.0041
Kluma1	4941	80	0.0162
Earsca1	17743	7	0.0004
Lopni1	18999	11	0.0006
Zyghet1	14998	153	0.0102
Debfa1	6027	17	0.0028
Sepsp1	10893	3	0.0003
Papla1	7537	13	0.0017
DiaPMI573	22971	45	0.0020
Citma1	7868	1	0.0001
Spobr1	9067	151	0.0167
Sphst1	35274	15	0.0004
Umbra1	9931	15	0.0015
Suicli1	15528	14	0.0009
Chalo1	19765	6	0.0003
Panpap1	17466	13	0.0007
Mutel1	14626	30	0.0021
Helsul1	12570	2	0.0002
Monili2	9189	11	0.0012
Lompr1	8557	18	0.0021
Clibor1	13422	11	0.0008
Malgl1	4286	14	0.0033
Calful1	9203	63	0.0068
Penbr2	11536	4	0.0003
Aspnov1	11535	15	0.0013
MroMCA2997	15415	14	0.0009
Olpbor1	8477	24	0.0028
Rusear1	12152	22	0.0018
Meimi1	7452	17	0.0023
Fusgr1	13318	17	0.0013
Lacam2	17553	10	0.0006
Nakdel1	5103	33	0.0065
Pospl1	9106	1	0.0001
Suisubl1	22673	17	0.0007
Lacqu1	5074	37	0.0073
Ascru1	6802	39	0.0057
Heper1	2691	0	0.0000
Plucer1	19813	18	0.0009
Blade1	11343	54	0.0048
Trias1	12559	31	0.0025
SacAshbya	4479	13	0.0029
Lycper1	17855	30	0.0017
XylPMI506	17035	38	0.0022
Fusoxrad1	24739	28	0.0011
Trepe1	17304	16	0.0009
Ophca1	7618	69	0.0091
Suipal1	16585	7	0.0004
Phaca1	13937	10	0.0007
CgaWM276	6565	16	0.0024
Escweb1	6754	112	0.0166
Exomac1	10185	30	0.0029
Dipse1	9343	29	0.0031
Coebra1	7022	38	0.0054
Enccu1	1996	0	0.0000
Zoprh1	21646	12	0.0006
Asppari1	13595	11	0.0008
PleosPC15	12330	4	0.0003
CocheC4	12720	53	0.0042
Rhanym2	7713	75	0.0097
Fusoxvas1	25216	17	0.0007
Gansi1	15478	14	0.0009
Orpsp1	18936	52	0.0027
Fenfe1	11803	17	0.0014
Aspac1	10845	52	0.0048
Plesi1	13470	66	0.0049
Suipic1	19348	5	0.0003
Fusoxpis1	26378	23	0.0009
Rhyru1	11987	18	0.0015
Usthor1	7110	79	0.0111
Sporo1	5535	13	0.0023
Marbr1	10027	40	0.0040
Lenvul1	13477	10	0.0007
Pipbet1	12070	10	0.0008
Phcapit2	10957	13	0.0012
Rosne1	12444	83	0.0067
Spogra1	8038	9	0.0011
Canbo1	6230	237	0.0380
Zycmex1	14004	290	0.0207
PuccoSD80	26323	243	0.0092
Thega1	12642	7	0.0006
Gyrli1	11777	10	0.0008
Psever1	10685	22	0.0021
Crywi1	7467	19	0.0025
Fusoxcon1	26246	20	0.0008
Edhae1	4190	0	0.0000
FusoxFo47	16207	10	0.0006
Ruscom1	10834	20	0.0018
Lichy1	12062	89	0.0074
Moramb1	10758	196	0.0182
Clapy1	15129	8	0.0005
Tsuwi1	8098	6	0.0007
Catan2	12804	55	0.0043
Suivar1	17071	12	0.0007
BlugrR1	7239	9	0.0012
Phohig1	17823	31	0.0017
Fusoxlyc1	24733	18	0.0007
Pyrtr1	12141	20	0.0016
Arxad1	6119	48	0.0078
CgaVGIV	6696	14	0.0021
Neute	10380	124	0.0119
Tribre1	10406	44	0.0042
Sakvas1	9387	86	0.0092
Gorhay1	7898	0	0.0000
Saceu1	5370	70	0.0130
Kurca1	6029	30	0.0050
Sebve1	15312	40	0.0026
Penant1	11514	8	0.0007
Wicdo1	4743	16	0.0034
Lacla1	5058	30	0.0059
Metma1	11535	27	0.0023
Zymar1	10788	4	0.0004
Spola1	5498	13	0.0024
Delco1	10171	31	0.0030
Lacqui1	18941	11	0.0006
Pycsa1	14146	12	0.0008
Cante1	5533	6	0.0011
Obbri1	13205	12	0.0009
Rhomi1	7814	22	0.0028
Ophun1	8577	119	0.0139
Pestal1	15179	14	0.0009
MarPMI226	12638	30	0.0024
Schpa1	17098	9	0.0005
Sclci1	21012	6	0.0003
Macan1	12954	38	0.0029
Dicsq1	12290	19	0.0015
Mucam1	11343	227	0.0200
Trigue1	10572	16	0.0015
Jahaq1	15525	33	0.0021
Corgl3	20340	25	0.0012
Disdec1	11886	156	0.0131
Crypto1	12726	40	0.0031
Candu1	5860	163	0.0278
Cont1119283	15344	16	0.0010
Venpi1	11890	14	0.0012
Anobom1	14617	15	0.0010
Tercla1	12765	42	0.0033
CgaCA1873	6634	15	0.0023
Fusven1	12845	18	0.0014
Paxin1	17968	15	0.0008
Lacbi2	23129	9	0.0004
Triol1	8322	36	0.0043
Pocchl1	14204	20	0.0014
Phimu1	17023	4	0.0002
Tolpa1	8983	27	0.0030
Emmcr1	8908	74	0.0083
Albpec1	15010	14	0.0009
Psemus1	13129	12	0.0009
Lipst1	8192	20	0.0024
Meltu1	10192	27	0.0026
Nauda1	5548	92	0.0166
Micin1	8142	49	0.0060
Wilmi1	13060	59	0.0045
Triple1	10610	49	0.0046
Gaesem1	8714	23	0.0026
Cocvi1	12894	33	0.0026
Lizem1	12467	22	0.0018
Pseneu1	3644	0	0.0000
Blatri	11119	124	0.0112
Pisti2	16924	2	0.0001
Cornip1	9820	181	0.0184
Micld1	7819	43	0.0055
ClaPMI390	15451	16	0.0010
Cucbe1	12430	31	0.0025
Traho1	3212	0	0.0000
Necha2	15705	19	0.0012
Sisni1	13080	3	0.0002
Fustri1	14042	25	0.0018
Armme1	14131	13	0.0009
Aurpu	11866	22	0.0019
Ustbr1	7185	54	0.0075
Mereb1	11135	22	0.0020
Daequ1	12199	11	0.0009
Armosto1	22444	17	0.0008
Botdo1	14805	27	0.0018
Ruseme1	13214	23	0.0017
FlaPMI526	19929	7	0.0004
Suilu4	16585	12	0.0007
Fenlin1	14128	99	0.0070
Madmy1	10707	74	0.0069
Phycap1	12062	12	0.0010
Amarub1	16076	9	0.0006
TriviGv29	12423	22	0.0018
Encin1	1833	0	0.0000
Cersp1	7822	35	0.0045
HypCI4A	11702	28	0.0024
Rhitru1	11852	14	0.0012
Aspca3	11624	15	0.0013
Theau1	8798	50	0.0057
Sclsc1	14503	7	0.0005
Monha1	10959	23	0.0021
Grocl1	8312	93	0.0112
Nemdi1	2278	0	0.0000
Hyacur1	15177	3	0.0002
Didex1	12371	18	0.0015
Aspsac1	10066	40	0.0040
Mersum1	10348	16	0.0015
Magor1	12836	58	0.0045
Fusma1	15804	13	0.0008
Wicso1	4741	9	0.0019
Fusox2	27347	15	0.0005
Penvul1	10278	9	0.0009
Ophdi1	16026	1	0.0001
Beaba1	10364	68	0.0066
Maseb1	12935	36	0.0028
Valla1	8026	30	0.0037
Uroocc1	6708	72	0.0107
Chain1	11299	30	0.0027
Aurpu	10266	21	0.0020
Torra1	11634	82	0.0070
Artele1122	11943	16	0.0013
Triaru1	10473	39	0.0037
Colsi1	13884	26	0.0019
Pismi2	16766	11	0.0007
Cocim1	9910	13	0.0013
Penste1	10362	14	0.0014
Gymch1	18193	4	0.0002
Talat1	9523	23	0.0024
Diaam1	10704	32	0.0030
Volvo1	11084	5	0.0005
Cocsa1	12250	42	0.0034
Denbi1	33645	17	0.0005
Amore1	9642	11	0.0011
ClaNC0930	13035	20	0.0015
Trito1	8521	62	0.0073
Stobe1	12707	16	0.0013
Fusps1	12395	24	0.0019
Thite2	9813	87	0.0089
Conpu1	13761	24	0.0017
HypEC38	12531	10	0.0008
Piptie1	5811	20	0.0034
Smimuc2	8247	5	0.0006
Diahe1	13139	63	0.0048
Proin1	7373	21	0.0028
Kazna1	5321	23	0.0043
Suidis1	16510	7	0.0004
Fomme1	11333	10	0.0009
Acain1	8025	194	0.0242
Tralj1	13179	16	0.0012
Claim1	14033	20	0.0014
Plecto1	12024	20	0.0017
Cocba1	9532	40	0.0042
Mucrac1	11267	537	0.0477
Zancul2	8067	76	0.0094
Myxme1	6299	99	0.0157
Ilyrob1	20498	19	0.0009
Oidma1	16703	2	0.0001
Cenge3	14748	14	0.0009
Nosce1	2060	0	0.0000
CodFL1790	15615	23	0.0015
Enthel1	10117	209	0.0207
Anasp1	12831	72	0.0056
Rozal	6694	0	0.0000
Dekbr2	5636	24	0.0043
Pseve2	12565	10	0.0008
Lacaka1	12853	23	0.0018
Stely1	8997	47	0.0052
Cerbo1	8022	16	0.0020
Aspph1	11972	26	0.0022
Trigam1	10944	30	0.0027
Tilwa1	7011	35	0.0050
Asppsen1	13384	18	0.0013
Batde5	8732	4	0.0005
Stasp1	14430	22	0.0015
Penox1	9979	28	0.0028
Tubbor1	12346	31	0.0025
Triatrob1	8637	28	0.0032
Perma1	18742	39	0.0021
Erecy1	4434	46	0.0104
Torde1	4972	30	0.0060
Altro1	12640	25	0.0020
Xylhe1	8205	29	0.0035
Macph1	13806	26	0.0019
PnitS608	11985	105	0.0088
Moeli1	8461	67	0.0079
Altbr1	10398	34	0.0033
Conap1	9308	9	0.0010
Gaegr1	14655	145	0.0099
Leptod1	22064	7	0.0003
Ophnu1	8639	93	0.0108
Conth1	8866	5	0.0006
Hyafin1	17320	12	0.0007
Armga1	25704	13	0.0005
Helgr1	10224	23	0.0022
Stach1	11368	22	0.0019
Ambph1	6975	127	0.0182
Leucr1	9854	25	0.0025
Xenvag1	20933	15	0.0007
ThoPMI491	23281	21	0.0009
Chagl	11124	62	0.0056
Nempa1	2661	0	0.0000
Phchr2	13602	16	0.0012
Suilak1	19383	13	0.0007
